,COLLECTION_DATE,FLOODING_DATE,FLOOD_DEPTH,FLOOD_DEPTH_OTHER,FLOOD_FREQUENCY,FLOOD_FREQUENCY_OTHER,PROPERTY_TYPE,AFFECTED_AREA,OTHER_INFORMATION,OBSERVATIONS,AFFECTED_AGRICULTURE,AFFECTED_AGRICULTURE_OTHER,SURVEY_TYPE,MONTH,YEAR,EVENT_TYPE,EVENT_TYPE_OTHER,EVENT_NAME,COUNTY,MUNICIPALITY,SPECIAL_DISTRICT_NAME,FLOOD_PRONE_AREA_ID,AHED_WS_NAME,PHOTO,UNIQUE_ID,geometry
177,2008-08-21T07:59:02+00:00,,don't_know,,don't_know,,Commercial,building_structure,,pia6559.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,FORT PIERCE,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,FT PIERCE AT FIVE MILE CREEK AND OKEECHOBEE ROAD,TIDAL ST. LUCIE NORTH FORK,Yes,605e8722-9e2a-4505-8ce3-167595d75036,POINT (861522.3373253271 1126032.138723157)
178,2022-09-29T04:00:00+00:00,2022-09-29T04:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,"homes and businesses flooded, East City Ditch likely toped bank and pushed water in",,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CITY OF KISSIMMEEE DOWNTOWN,LAKE TOHOPEKALIGA,No,606a864f-59e7-4cce-86d4-73746dd84556,POINT (526276.0025699958 1446240.62986657)
179,2022-09-29T15:40:49+00:00,,don't_know,,don't_know,,Residential,don't_know,,220929_Ian_Lee-20220929_194049031_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,,,Yes,60a1e0bf-acbf-4316-90f5-9537c58172ea,POINT (348032.537863411 768284.7357810736)
180,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,This is the worst flooding we have seen in 15 years.  It is not possible to leave our homes.  Have the canals been lowered to assist with the flooding?,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 EAST,No,610186b6-c0ba-4283-bc53-2a66ada09e59,POINT (890707.352117911 631504.8052732423)
181,2022-10-02T13:18:27+00:00,,don't_know,,don't_know,,Residential,building_structure,,221002_Ian_Lake_Mary_Jane_Drone-P0780078.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,618f0429-b376-43ec-a49d-3b3f57701cfb,POINT (600021.7015349939 1464252.025930323)
182,2008-08-21T08:56:38+00:00,,don't_know,,don't_know,,Agriculture,field_open_natural_area,,pia6628.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S191,Yes,61a9137a-025b-4358-a107-8d81803e50e5,POINT (699665.3601869121 1107065.692404158)
183,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,other,less than ankle now ,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,627b8c3f-af86-4898-a52e-2ec97c74838d,POINT (583245.7157300785 1457337.040416487)
184,2022-09-29T16:14:03+00:00,,don't_know,,don't_know,,Residential,building_structure,,220929_Ian_Lee-20220929_201403646_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,,TRAFFORD,Yes,628aad1e-5e3e-4c4b-b1d9-396276f65c41,POINT (450658.1869424134 765321.332915239)
185,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,I live in the Rolling Oaks development of the Town of Southwest Ranches.  My property is almost completely under water.  What can be to either pump out my yard or drain the local canals?  I have already lost some of my animals from the water.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,SOUTHWEST RANCHES,SOUTH BROWARD DRAINAGE DISTRICT,,C-11 WEST,No,630dba00-c3f5-46af-a938-f5229bd55c46,POINT (858743.4705077447 627868.0920742378)
186,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,No,63774580-909f-44f8-ac56-280e32258c4c,POINT (582910.2209942453 1473754.549904242)
187,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,I live on a canal that is extremely high due to the storm.  However the canal was receding. But late this afternoon it began rising again and now even greater then before.  Is is now further in to my back yard and if rises further will start coming up To the house and then In to the house. The canal is not able to hold anymore water.  It needs to be lowered ASAP.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 EAST,No,63ae3309-90c7-4cd0-aae0-fd3500d5ea07,POINT (889719.2855244949 636629.6933174059)
188,2022-10-06T16:00:00+00:00,2022-10-06T16:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,63c180ff-5ede-4d73-a2bd-3bf81ccfbba9,POINT (599689.1966225803 1466319.810508654)
189,2022-11-10T17:55:00+00:00,2022-11-10T17:55:00+00:00,don't_know,,don't_know,,Residential,road_street,,NEIGHBOR REPORTS HEAVY FLOODING IN THEIR STREET ,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,650cd689-5929-4ed6-bbc6-38bdb45796ae,POINT (945962.8656224124 654274.9605202377)
190,2008-08-21T07:47:00+00:00,,don't_know,,don't_know,,Governmental,swale,,pia6522.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,NA,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,TEN MILE CREEK,TEN MILE CREEK,Yes,6532f8d5-309a-4ca5-970c-12e334a7dc77,POINT (845637.497375913 1116934.803899489)
191,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,BOGGY CREEK AT ORLANDO AIRPORT,EAST LAKE TOHOPEKALIGA,Yes,6678b7e3-42c1-404b-864b-fb4c055d0c04,POINT (556082.5961719118 1468009.407195076)
192,2022-06-04T16:00:00+00:00,2022-06-04T16:00:00+00:00,greater_than_knee_deep,,sometimes,,Commercial,building_structure,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,MIAMI,,MIAMI,MIAMI RIVER,No,6763d9fe-4f91-48ab-b3e4-ac2597f50b0b,POINT (916839.5921761617 523248.7019039914)
193,2022-10-06T16:00:00+00:00,2022-10-06T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Commercial,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,684f81fb-5029-4840-a85c-c859b6ec38b7,POINT (559398.0997114964 1363459.00015457)
194,2022-10-19T16:00:00+00:00,2022-10-19T16:00:00+00:00,other,Washed out road,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,,No,685ead47-f13c-4183-b18d-7200b211f50a,POINT (542070.3056269959 1535378.537876487)
195,2022-09-29T16:25:20+00:00,,don't_know,,don't_know,,Residential,road_street,,220929_Ian_Lee-20220929_202520364_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,LEE COUNTY CALOOSAHATCHEE RIVER,TIDAL SOUTH,Yes,689746c9-f59e-4ceb-b2b5-8f038bf109e4,POINT (419263.2845092453 849359.5598515719)
196,2022-10-06T16:00:00+00:00,2022-10-06T16:00:00+00:00,ankle_deep,,don't_know,,Commercial,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,CYPRESS LAKE BOATRAMP,LAKE CYPRESS,Yes,6aa6b2ee-1ff9-4c11-9c2f-b7caf2826d09,POINT (558912.7647241615 1363458.484407574)
197,2008-08-21T11:00:18+00:00,,don't_know,,don't_know,,Agriculture,field_open_natural_area,,pia6711.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Glades,NA,,,LAKE OKEECHOBEE,Yes,6bdc59de-ac31-4e85-a1c7-19d18e2e4928,POINT (690704.1395923272 1012868.996939659)
198,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,knee_deep,,don't_know,,Residential,building_structure,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,KISSIMMEE,,SHINGLE CREEK DISCHARGE TO LAKE TOHOPEKALIGA,LAKE TOHOPEKALIGA,No,6bdcf329-1224-42b6-8395-0ba70f9687e3,POINT (521392.9060369954 1429971.183074825)
199,2022-10-01T16:00:00+00:00,2022-10-01T16:00:00+00:00,knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Polk,NA,,LAKE ROSALIE,LAKE ROSALIE,No,6bec7548-a758-468a-ac85-4f9a93c9795c,POINT (520367.9530344121 1310865.403898403)
200,2022-11-10T15:35:00+00:00,2022-11-10T15:35:00+00:00,don't_know,,don't_know,,Residential,road_street,,"CUSTOMER THINKS ROAD SHOULD BE CLOSED, CARS ARE CAUSING WAKES TO PEOPLE'S PROPERTY.",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,6c1feb46-46cc-4809-b4d8-1eca8780b8b9,POINT (947576.652092997 649590.4725139067)
201,2008-08-21T09:31:37+00:00,,don't_know,,don't_know,,Residential,building_structure,,pia6634.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S-154,Yes,6dacf173-83bb-4baf-9c00-30b5ffdcf105,POINT (687447.1559488289 1056550.133658573)
202,2022-10-07T10:14:09+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-02052.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,6dedb622-dd18-4e19-a7e7-21b61b6aa2b9,POINT (584374.3506119139 1459001.177180074)
203,2022-09-29T15:25:10+00:00,,don't_know,,don't_know,,Commercial,building_structure,,220929_Ian_Lee-20220929_192510552_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,PINE ISLAND,CAPE CORAL COASTAL,Yes,6e5a38c0-a46f-40f9-b0c7-f1f725370130,POINT (285374.4423793294 846532.6278414056)
204,2022-10-02T09:29:53+00:00,,don't_know,,don't_know,,Residential,building_structure,,221002_Ian_Lake_Hart_Drone-P0150015.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,6e6bd6c5-7ec3-48e7-a473-15200c87cd65,POINT (584165.8602152467 1466247.723054409)
205,2022-09-28T17:45:00+00:00,2022-09-28T17:45:00+00:00,don't_know,,don't_know,,Residential,parking_lot,,The level is very high causing our parking lot to flood and the 1st floor units to have their toilet water backing up into the unit.,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Broward,PLANTATION,,PLANTATION,NORTH NEW RIVER CANAL WEST,No,6f59b3cd-b9cf-4529-9729-e21e74498678,POINT (876233.5900549963 650794.386444658)
206,2020-11-10T05:00:00+00:00,2020-11-10T05:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,"I have 3 inches of water in my garage, its 2 inches away from getting in my home. please help!!! I live in Davie at 4074 sw 101 ave. I know that my neighborhood drains into the east side of nob hill and Griffin road. Is the pump at 441 and Griffin on? if not why not?",,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 EAST,No,71098a3a-5589-45d8-86b8-c7ec57973286,POINT (891836.6503842473 631707.1385299861)
207,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,knee_deep,,don't_know,,Residential,building_structure,,Just wondering what your schedule was for lowering canals in our area(4800 SW 78 Ave) near pump station #13.  We are under 2 feet of water currently and the canal bording our property has overflowed its banks onto street.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 EAST,No,71505253-c9a0-48ba-85d7-b603e7c39ea2,POINT (902123.3410969116 628395.9013860747)
208,2022-10-07T09:53:45+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01751.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,71671124-e769-4fdf-aa46-9e200479f9ae,POINT (583621.0076304115 1458638.997786321)
209,2021-10-20T13:20:00+00:00,,ankle_deep,,don't_know,,Residential,road_street,,las olas blvd & coral way,,,Public,10,2021,Extreme or Heavy Rainfall,Rain,2021 Oct Extreme Rain Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,719a326e-2625-46d8-9a4f-c968716b30e5,POINT (945422.5314012468 650271.7825029865)
210,2022-09-29T16:09:35+00:00,,don't_know,,don't_know,,Residential,road_street,,220929_Ian_Lee-20220929_200935904_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,,ESTERO BAY,Yes,7266e932-7d1e-41f4-b91b-feecd2a69a1a,POINT (419267.1998557448 785388.3114819899)
211,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,"LIZZIE, TROUT AND COON LAKES S58 VICINITY",ALLIGATOR LAKE,No,730cb543-1d11-4f0d-bee6-c2e0d3d57291,POINT (603904.8633880801 1431329.368022487)
212,2021-09-09T15:55:00+00:00,,ankle_deep,,don't_know,,Commercial,seawall,,Cooley's landing ,,,Public,09,2021,High Tide/Tidal Flooding,Tidal,2021 Sept Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,7335824d-2bbd-4cf6-8a8f-398aca49cd1c,POINT (935333.8002664112 649251.8737816587)
213,2020-11-10T05:00:00+00:00,2020-11-10T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,Water level on my street hasn't come down at all. We need you to work as soon as possible to lower the level of the water since this hasn't happened this too late of water level going down. Usually in other occasions similar to this worst storm water level has gone down within 24 hours. There're still a lot of water in my street and peoples car are getting ruin especially mine. Knowing the magnitude of this storm I think the necessary step were not in order for this storm on your behalf. Please we need a solution as soon as possible since we at his community we have kids that need to go to school and people like me that need to go to work and at this moment we can't.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,WESTON,INDIAN TRACE DEVELOPMENT DISTRICT,,C-11 WEST,No,734e1c04-4d96-4cff-94d1-7f1cfa825ac5,POINT (849878.795651827 649949.6624123231)
214,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,SHINGLE CREEK,No,7409cc26-eea5-41b6-87f1-b1af7508cbf3,POINT (524657.7800846621 1525524.381075658)
215,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,knee_deep,,sometimes,,Commercial,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Polk,NA,,PACKINGHAM SLOUGH / RIVER RANCH VICINITY,S-65A,No,74c05bcb-e65f-426e-bb3a-cb5b9232e48a,POINT (594597.0808225796 1249519.889122486)
216,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,76896a92-21f1-460b-be64-ab489b80c456,POINT (581978.8934605792 1456944.34861657)
217,2022-06-04T16:00:00+00:00,2022-06-04T16:00:00+00:00,ankle_deep,,whenever_it_rains,,Commercial,building_structure,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,MIAMI,,MIAMI,MIAMI RIVER,No,778d2d6f-5359-4125-b489-99c613b26d08,POINT (908914.5975274965 536041.2855707407)
218,2020-11-10T05:00:00+00:00,2020-11-10T05:00:00+00:00,don't_know,,don't_know,,Residential,driveway_garage,,Our HOA tells us to be patient. Standing water is blocking our driveway. It would help to be patient if you would offer some time frame for the receding water. Please give me your best estimate when the water will be cleared from our street.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,COOPER CITY,CENTRAL BROWARD WATER CONTROL DISTRICT,COOPER CITY,C-11 WEST,No,77a39e97-6e57-4c77-9b56-c3419e121d0e,POINT (889571.8803074956 618029.8181156591)
219,2022-09-29T16:01:37+00:00,,don't_know,,don't_know,,Residential,road_street,,220929_Ian_Lee-20220929_200137603_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,EAST MULLOCH DRAINAGE DISTRICT,LEE COUNTY INLAND COAST,ESTERO BAY,Yes,77d4b3e1-4899-4633-a4c3-7a78f617b12e,POINT (377326.5370180793 781963.3068490699)
220,2022-10-07T09:51:04+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01730.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,,,,,Yes,7819cbc5-31ae-4bb7-b71c-1194b915e961,POINT (583423.6536944136 1458028.552812986)
221,2022-09-29T16:00:00+00:00,2022-09-29T16:00:00+00:00,knee_deep,,don't_know,,Airport,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,BOGGY CREEK AT ORLANDO AIRPORT,BOGGY CREEK,Yes,78365438-58d2-408d-b1dc-bbdba33bf295,POINT (563316.8123464957 1492123.743152656)
222,2020-11-10T05:00:00+00:00,2020-11-10T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,186th Avenue is completely flooded with at least 3 to 4 feet of water.  A regular car cannot get through this therefore i cannot get out of my development.  Is there some way we can get a pump out here to pump into lakes.  The lakes have now receeded a little bit and can take on more water.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,PEMBROKE PINES,SOUTH BROWARD DRAINAGE DISTRICT,PEMBROKE PINES WEST,C-11 WEST,No,799bfe8f-627f-4e5d-bcae-8d0ec62f9d8c,POINT (853875.3289973289 611709.2005075738)
223,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,knee_deep,,don't_know,,Governmental,road_street,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Palm Beach,NA,,,STA-2,Yes,7b0436f8-86cb-485d-8f42-cf6400e5618b,POINT (816475.171186246 742475.2444211543)
224,2022-10-07T16:00:00+00:00,2022-10-07T16:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,7b0c5e1b-24a0-4b22-87e6-19d8ae28aa1d,POINT (584280.7113634944 1458647.911154322)
225,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Commercial,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Glades,NA,,,FISHEATING CREEK/L-61,Yes,7ba5434d-5ec3-4125-aee3-c0afc6e21409,POINT (552431.5982245803 946523.2372429892)
226,2008-08-19T09:33:38+00:00,,ankle_deep,,don't_know,,Residential,road_street,,pia6368.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,7c8ae573-3750-458a-8c5c-0ada5cce2c80,POINT (864672.1348314956 1067426.251341991)
