,GetData,Dbkey,Station,Group,Site,Data Type,Freq,Stat,Recorder,Agency,Sensor,Start Date,End Date,Strata,OpNum,County,Latitude,Longitude,X Coord,Y Coord,Basin,Struct,Sec,Twp,Rng,start_date,end_date
2520,,VV539,G396C_H,G396C_H,G396C,STG,DA,MEAN,TELE,WMD,H,17-APR-2008,31-OCT-2024,0,,HEN,262150.379,805418.628,687215.47,738000.922,STA-5/6,,26,47,34,20080417,20241031
2521,,VV542,G396C_T,G396C_T,G396C,STG,BK,INST,TELE,WMD,T,17-APR-2008,01-NOV-2024,0,,HEN,262148.399,805418.279,687247.371,737801.058,STA-5/6,,26,47,34,20080417,20241101
2522,,VV541,G396C_T,G396C_T,G396C,STG,DA,MEAN,TELE,WMD,T,17-APR-2008,31-OCT-2024,0,,HEN,262148.399,805418.279,687247.371,737801.058,STA-5/6,,26,47,34,20080417,20241031
2523,,O1291,G402A_H,RTBG,G402A,STG,BK,INST,TELE,WMD,H,15-JAN-2002,01-NOV-2024,0,,PAL,262117.7,804734.644,723965.954,734746.033,ROTENBER,,36,47,35,20020115,20241101
2524,,AP549,G402A_H,G402A_H,G402A,STG,BK,INST,DRV,WMD,H,12-JUN-2001,23-OCT-2024,0,,PAL,262117.7,804734.644,723965.954,734746.033,ROTENBER,,36,47,35,20010612,20241023
2525,,OB405,G402A_H,RTBG,G402A,STG,DA,MEAN,DWR,WMD,H,12-JUN-2001,17-JUN-2002,0,,PAL,262117.7,804734.644,723965.954,734746.033,ROTENBER,,36,47,35,20010612,20020617
2526,,AP548,G402A_H,G402A_H,G402A,STG,DA,MEAN,DRV,WMD,H,12-JUN-2001,23-OCT-2024,0,,PAL,262117.7,804734.644,723965.954,734746.033,ROTENBER,,36,47,35,20010612,20241023
2527,,NT030,G402A_H,RTBG,G402A,STG,DA,MEAN,TELE,WMD,H,15-JAN-2002,31-OCT-2024,0,,PAL,262117.7,804734.644,723965.954,734746.033,ROTENBER,,36,47,35,20020115,20241031
2528,,65650,G402A_T,G402A_T,G402A,STG,BK,INST,DRV,WMD,T,12-JUN-2001,23-OCT-2024,0,,PAL,262118.225,804733.082,724108.026,734799.274,STA-3/4,,36,47,35,20010612,20241023
2529,,O1292,G402A_T,RTBG,G402A,STG,BK,INST,TELE,WMD,T,15-JAN-2002,01-NOV-2024,0,,PAL,262118.225,804733.082,724108.026,734799.274,STA-3/4,,36,47,35,20020115,20241101
2530,,OB406,G402A_T,RTBG,G402A,STG,DA,MEAN,DWR,WMD,T,12-JUN-2001,17-JUN-2002,0,,PAL,262118.225,804733.082,724108.026,734799.274,STA-3/4,,36,47,35,20010612,20020617
2531,,65649,G402A_T,G402A_T,G402A,STG,DA,MEAN,DRV,WMD,T,12-JUN-2001,23-OCT-2024,0,,PAL,262118.225,804733.082,724108.026,734799.274,STA-3/4,,36,47,35,20010612,20241023
2532,,NT031,G402A_T,RTBG,G402A,STG,DA,MEAN,TELE,WMD,T,15-JAN-2002,31-OCT-2024,0,,PAL,262118.225,804733.082,724108.026,734799.274,STA-3/4,,36,47,35,20020115,20241031
2533,,O1293,G402B_H,G402B_H,G402B,STG,BK,INST,TELE,WMD,H,15-JAN-2002,01-NOV-2024,0,,PAL,262326.953,804805.616,721128.716,747791.654,ROTENBER,,23,47,35,20020115,20241101
2534,,AP550,G402B_H,G402B_H,G402B,STG,BK,INST,DRV,WMD,H,10-JUN-2001,23-OCT-2024,0,,PAL,262326.953,804805.616,721128.716,747791.654,ROTENBER,,23,47,35,20010610,20241023
2535,,OB409,G402B_H,RTBG,G402B,STG,DA,MEAN,DWR,WMD,H,10-JUN-2001,15-JAN-2002,0,,PAL,262326.953,804805.616,721128.716,747791.654,ROTENBER,,23,47,35,20010610,20020115
2536,,AP551,G402B_H,G402B_H,G402B,STG,DA,MEAN,DRV,WMD,H,10-JUN-2001,23-OCT-2024,0,,PAL,262326.953,804805.616,721128.716,747791.654,ROTENBER,,23,47,35,20010610,20241023
2537,,NT032,G402B_H,G402B_H,G402B,STG,DA,MEAN,TELE,WMD,H,15-JAN-2002,31-OCT-2024,0,,PAL,262326.953,804805.616,721128.716,747791.654,ROTENBER,,23,47,35,20020115,20241031
2538,,65652,G402B_T,G402B_T,G402B,STG,BK,INST,DRV,WMD,T,10-JUN-2001,23-OCT-2024,0,,PAL,262327.38,804803.887,721285.834,747835.057,STA-3/4,,23,47,35,20010610,20241023
2539,,O1294,G402B_T,G402B_T,G402B,STG,BK,INST,TELE,WMD,T,15-JAN-2002,01-NOV-2024,0,,PAL,262327.38,804803.887,721285.834,747835.057,STA-3/4,,23,47,35,20020115,20241101
2540,,OB410,G402B_T,G402B_T,G402B,STG,DA,MEAN,DWR,WMD,T,10-JUN-2001,15-JAN-2002,0,,PAL,262327.38,804803.887,721285.834,747835.057,STA-3/4,,23,47,35,20010610,20020115
2541,,65651,G402B_T,G402B_T,G402B,STG,DA,MEAN,DRV,WMD,T,10-JUN-2001,23-OCT-2024,0,,PAL,262327.38,804803.887,721285.834,747835.057,STA-3/4,,23,47,35,20010610,20241023
2542,,NT033,G402B_T,G402B_T,G402B,STG,DA,MEAN,TELE,WMD,T,15-JAN-2002,31-OCT-2024,0,,PAL,262327.38,804803.887,721285.834,747835.057,STA-3/4,,23,47,35,20020115,20241031
2543,,AP553,G402C_H,G402C_H,G402C,STG,BK,INST,DRV,WMD,H,10-JUN-2001,23-OCT-2024,0,,PAL,262532.028,804835.298,718410.93,760415.966,ROTENBER,,2,47,36,20010610,20241023
2544,,O1295,G402C_H,RTBG,G402C,STG,BK,INST,TELE,WMD,H,15-JAN-2002,01-NOV-2024,0,,PAL,262532.028,804835.298,718410.93,760415.966,ROTENBER,,2,47,36,20020115,20241101
2545,,OB413,G402C_H,RTBG,G402C,STG,DA,MEAN,DWR,WMD,H,10-JUN-2001,15-JAN-2002,0,,PAL,262532.028,804835.298,718410.93,760415.966,ROTENBER,,2,47,36,20010610,20020115
2546,,AP552,G402C_H,G402C_H,G402C,STG,DA,MEAN,DRV,WMD,H,10-JUN-2001,23-OCT-2024,0,,PAL,262532.028,804835.298,718410.93,760415.966,ROTENBER,,2,47,36,20010610,20241023
2547,,NT034,G402C_H,RTBG,G402C,STG,DA,MEAN,TELE,WMD,H,15-JAN-2002,31-OCT-2024,0,,PAL,262532.028,804835.298,718410.93,760415.966,ROTENBER,,2,47,36,20020115,20241031
2548,,65655,G402C_T,G402C_T,G402C,STG,BK,INST,DRV,WMD,T,10-JUN-2001,23-OCT-2024,0,,PAL,262532.418,804833.372,718585.988,760455.607,STA-3/4,,2,47,36,20010610,20241023
2549,,O1296,G402C_T,RTBG,G402C,STG,BK,INST,TELE,WMD,T,15-JAN-2002,01-NOV-2024,0,,PAL,262532.418,804833.372,718585.988,760455.607,STA-3/4,,2,47,36,20020115,20241101
2550,,OB414,G402C_T,RTBG,G402C,STG,DA,MEAN,DWR,WMD,T,10-JUN-2001,15-JAN-2002,0,,PAL,262532.418,804833.372,718585.988,760455.607,STA-3/4,,2,47,36,20010610,20020115
2551,,65653,G402C_T,G402C_T,G402C,STG,DA,MEAN,DRV,WMD,T,10-JUN-2001,23-OCT-2024,0,,PAL,262532.418,804833.372,718585.988,760455.607,STA-3/4,,2,47,36,20010610,20241023
2552,,NT035,G402C_T,RTBG,G402C,STG,DA,MEAN,TELE,WMD,T,15-JAN-2002,31-OCT-2024,0,,PAL,262532.418,804833.372,718585.988,760455.607,STA-3/4,,2,47,36,20020115,20241031
2553,,O1297,G402D_H,RTBG,G402D,STG,BK,INST,TELE,WMD,H,15-JAN-2002,29-APR-2004,0,,PAL,262825.282,804918.901,714422.971,777903.217,ROTENBER,,2,47,36,20020115,20040429
2554,,NV399,G402D_H,G402D_H,G402D,STG,DA,MEAN,TELE,WMD,H,15-JAN-2002,29-APR-2004,0,,PAL,262825.282,804918.901,714422.971,777903.217,ROTENBER,,2,47,36,20020115,20040429
2555,,OB418,G402D_H,RTBG,G402D,STG,DA,MEAN,DWR,WMD,H,10-JUN-2001,14-MAY-2010,0,,PAL,262825.282,804918.901,714422.971,777903.217,ROTENBER,,2,47,36,20010610,20100514
2556,,O1298,G402D_T,G402D_T,G402D,STG,BK,INST,TELE,WMD,T,15-JAN-2002,29-APR-2004,0,,PAL,262825.478,804917.22,714575.749,777923.182,STA-5/6,,2,47,36,20020115,20040429
2557,,V7573,G402D_T,G402D_T,G402D,STG,BK,INST,DWR,WMD,T,10-JUN-2001,01-OCT-2024,0,,PAL,262825.478,804917.22,714575.749,777923.182,STA-5/6,,2,47,36,20010610,20241001
2558,,NV401,G402D_T,G402D_T,G402D,STG,DA,MEAN,TELE,WMD,T,15-JAN-2002,29-APR-2004,0,,PAL,262825.478,804917.22,714575.749,777923.182,STA-5/6,,2,47,36,20020115,20040429
2559,,OB417,G402D_T,RTBG,G402D,STG,DA,MEAN,DWR,WMD,T,10-JUN-2001,14-MAY-2010,0,,PAL,262825.478,804917.22,714575.749,777923.182,STA-5/6,,2,47,36,20010610,20100514
2560,,OB376,G404_H,G404_H,G404,STG,BK,INST,TELE,WMD,H,28-JAN-2002,01-NOV-2024,0,,BRO,261957.73,804631.914,729686.026,726681.38,STA-3/4,,7,48,36,20020128,20241101
2561,,65657,G404_H,G404_H,G404,STG,BK,INST,DRV,WMD,H,06-MAY-2000,30-OCT-2024,0,,BRO,261957.73,804631.914,729686.026,726681.38,STA-3/4,,7,48,36,20000506,20241030
2562,,M9911,G404_H,G404_H,G404,STG,DA,MEAN,DWR,WMD,H,06-MAY-2000,01-MAY-2002,0,,BRO,261957.73,804631.914,729686.026,726681.38,STA-3/4,,7,48,36,20000506,20020501
2563,,65656,G404_H,G404_H,G404,STG,DA,MEAN,DRV,WMD,H,06-MAY-2000,30-OCT-2024,0,,BRO,261957.73,804631.914,729686.026,726681.38,STA-3/4,,7,48,36,20000506,20241030
2564,,NV886,G404_H,G404_H,G404,STG,DA,MEAN,TELE,WMD,H,28-JAN-2002,31-OCT-2024,0,,BRO,261957.73,804631.914,729686.026,726681.38,STA-3/4,,7,48,36,20020128,20241031
2565,,AP555,G404_T,G404_T,G404,STG,BK,INST,DRV,WMD,T,06-MAY-2000,30-OCT-2024,0,,BRO,261956.026,804633.324,729558.002,726509.121,L-3_L-4,,7,48,36,20000506,20241030
2566,,OB377,G404_T,G404_T,G404,STG,BK,INST,TELE,WMD,T,28-JAN-2002,01-NOV-2024,0,,BRO,261956.026,804633.324,729558.002,726509.121,L-3_L-4,,7,48,36,20020128,20241101
2567,,M9912,G404_T,G404_T,G404,STG,DA,MEAN,DWR,WMD,T,06-MAY-2000,01-MAY-2002,0,,BRO,261956.026,804633.324,729558.002,726509.121,L-3_L-4,,7,48,36,20000506,20020501
2568,,AP554,G404_T,G404_T,G404,STG,DA,MEAN,DRV,WMD,T,06-MAY-2000,30-OCT-2024,0,,BRO,261956.026,804633.324,729558.002,726509.121,L-3_L-4,,7,48,36,20000506,20241030
2569,,NV887,G404_T,G404_T,G404,STG,DA,MEAN,TELE,WMD,T,28-JAN-2002,31-OCT-2024,0,,BRO,261956.026,804633.324,729558.002,726509.121,L-3_L-4,,7,48,36,20020128,20241031
2570,,88813,G406_H,STA5,G406,STG,BK,INST,TELE,WMD,H,03-JUN-1999,14-JUL-1999,0,,HEN,262601.13,805647.232,673690.39,763311.931,C139,,33,46,34,19990603,19990714
2571,,VM689,G406_H,G406_H,G406,STG,BK,INST,CR10,WMD,H,25-MAY-2000,31-AUG-2009,0,,HEN,262601.13,805647.232,673690.39,763311.931,C139,,33,46,34,20000525,20090831
2572,,JJ153,G406_H,STA5,G406,STG,DA,MEAN,TELE,WMD,H,03-JUN-1999,14-JUL-1999,0,,HEN,262601.13,805647.232,673690.39,763311.931,C139,,33,46,34,19990603,19990714
2573,,VM688,G406_H,G406_H,G406,STG,DA,MEAN,CR10,WMD,H,25-MAY-2000,31-AUG-2009,0,,HEN,262601.13,805647.232,673690.39,763311.931,C139,,33,46,34,20000525,20090831
2574,,88814,G406_T,STA5,G406,STG,BK,INST,CR10,WMD,T,15-JUN-1999,31-AUG-2009,0,,HEN,262559.806,805647.199,673693.428,763178.25,STA-5/6,,33,46,34,19990615,20090831
2575,,65503,G406_T,G406_T,G406,STG,BK,INST,DRV,WMD,T,03-JUN-1999,21-OCT-2024,0,,HEN,262559.806,805647.199,673693.428,763178.25,STA-5/6,,33,46,34,19990603,20241021
2576,,88815,G406_T,STA5,G406,STG,BK,INST,TELE,WMD,T,03-JUN-1999,01-NOV-2024,0,,HEN,262559.806,805647.199,673693.428,763178.25,STA-5/6,,33,46,34,19990603,20241101
2577,,JJ154,G406_T,STA5,G406,STG,DA,MEAN,CR10,WMD,T,15-JUN-1999,31-AUG-2009,0,,HEN,262559.806,805647.199,673693.428,763178.25,STA-5/6,,33,46,34,19990615,20090831
2578,,65502,G406_T,G406_T,G406,STG,DA,MEAN,DRV,WMD,T,02-JUN-1999,21-OCT-2024,0,,HEN,262559.806,805647.199,673693.428,763178.25,STA-5/6,,33,46,34,19990602,20241021
2579,,JJ155,G406_T,STA5,G406,STG,DA,MEAN,TELE,WMD,T,03-JUN-1999,31-OCT-2024,0,,HEN,262559.806,805647.199,673693.428,763178.25,STA-5/6,,33,46,34,19990603,20241031
2580,,VV545,G407_H,G407_H,G407,STG,BK,INST,TELE,WMD,H,17-APR-2008,01-NOV-2024,0,,HEN,262001.206,805300.111,694366.776,726984.114,STA-5/6,,1,48,34,20080417,20241101
2581,,40521,G407_H,G407_H,G407,STG,BK,INST,DRV,WMD,H,17-APR-2008,28-OCT-2024,0,,HEN,262001.206,805300.111,694366.776,726984.114,STA-5/6,,1,48,34,20080417,20241028
2582,,40520,G407_H,G407_H,G407,STG,DA,MEAN,DRV,WMD,H,17-APR-2008,28-OCT-2024,0,,HEN,262001.206,805300.111,694366.776,726984.114,STA-5/6,,1,48,34,20080417,20241028
2583,,VV544,G407_H,G407_H,G407,STG,DA,MEAN,TELE,WMD,H,17-APR-2008,31-OCT-2024,0,,HEN,262001.206,805300.111,694366.776,726984.114,STA-5/6,,1,48,34,20080417,20241031
2584,,VV547,G407_T,G407_T,G407,STG,BK,INST,TELE,WMD,T,17-APR-2008,01-NOV-2024,0,,HEN,262000.328,805259.302,694440.474,726895.577,L-3_L-4,,1,48,34,20080417,20241101
2585,,42006,G407_T,G407_T,G407,STG,BK,INST,DRV,WMD,T,17-APR-2008,28-OCT-2024,0,,HEN,262000.328,805259.302,694440.474,726895.577,L-3_L-4,,1,48,34,20080417,20241028
2586,,42007,G407_T,G407_T,G407,STG,DA,MEAN,DRV,WMD,T,17-APR-2008,28-OCT-2024,0,,HEN,262000.328,805259.302,694440.474,726895.577,L-3_L-4,,1,48,34,20080417,20241028
2587,,VV546,G407_T,G407_T,G407,STG,DA,MEAN,TELE,WMD,T,17-APR-2008,31-OCT-2024,0,,HEN,262000.328,805259.302,694440.474,726895.577,L-3_L-4,,1,48,34,20080417,20241031
2588,,66045,G408_H,G408_H,G408,STG,BK,INST,DRV,WMD,H,02-OCT-2012,28-OCT-2024,0,,HEN,262136.715,805425.506,686592.363,736622.406,STA-5/6,,26,47,34,20121002,20241028
2589,,AI788,G408_H,G408_H,G408,STG,BK,INST,TELE,WMD,H,02-OCT-2012,01-NOV-2024,0,,HEN,262136.715,805425.506,686592.363,736622.406,STA-5/6,,26,47,34,20121002,20241101
2590,,66044,G408_H,G408_H,G408,STG,DA,MEAN,DRV,WMD,H,02-OCT-2012,28-OCT-2024,0,,HEN,262136.715,805425.506,686592.363,736622.406,STA-5/6,,26,47,34,20121002,20241028
2591,,AI787,G408_H,G408_H,G408,STG,DA,MEAN,TELE,WMD,H,02-OCT-2012,31-OCT-2024,0,,HEN,262136.715,805425.506,686592.363,736622.406,STA-5/6,,26,47,34,20121002,20241031
2592,,AI790,G408_T,G408_T,G408,STG,BK,INST,TELE,WMD,T,02-OCT-2012,01-NOV-2024,0,,HEN,262135.915,805424.829,686653.995,736541.677,STA-5/6,,26,47,34,20121002,20241101
2593,,AI789,G408_T,G408_T,G408,STG,DA,MEAN,TELE,WMD,T,02-OCT-2012,31-OCT-2024,0,,HEN,262135.915,805424.829,686653.995,736541.677,STA-5/6,,26,47,34,20121002,20241031
2594,,VM691,G409_H,G409_H,G409,STG,BK,INST,DWR,WMD,H,03-JAN-2001,29-MAR-2004,0,,HEN,261951.738,805253.983,694926.681,726030.196,L-3_L-4,,12,48,34,20010103,20040329
2595,,67489,G409_H,G409,G409,STG,BK,INST,DRV,WMD,H,03-JAN-2001,29-OCT-2024,0,,HEN,261951.738,805253.983,694926.681,726030.196,L-3_L-4,,12,48,34,20010103,20241029
2596,,O1301,G409_H,G409_H,G409,STG,BK,INST,TELE,WMD,H,13-DEC-2001,01-NOV-2024,0,,HEN,261951.738,805253.983,694926.681,726030.196,L-3_L-4,,12,48,34,20011213,20241101
2597,,VM690,G409_H,G409_H,G409,STG,DA,MEAN,DWR,WMD,H,03-JAN-2001,29-MAR-2004,0,,HEN,261951.738,805253.983,694926.681,726030.196,L-3_L-4,,12,48,34,20010103,20040329
2598,,67490,G409_H,G409,G409,STG,DA,MEAN,DRV,WMD,H,03-JAN-2001,29-OCT-2024,0,,HEN,261951.738,805253.983,694926.681,726030.196,L-3_L-4,,12,48,34,20010103,20241029
2599,,OB379,G409_H,G409_H,G409,STG,DA,MEAN,TELE,WMD,H,13-DEC-2001,31-OCT-2024,0,,HEN,261951.738,805253.983,694926.681,726030.196,L-3_L-4,,12,48,34,20011213,20241031
2600,,VM693,G409_T,G409_T,G409,STG,BK,INST,DWR,WMD,T,03-JAN-2001,29-MAR-2004,0,,HEN,261947.14,805255.47,694791.787,725565.874,L-28,,12,48,34,20010103,20040329
2601,,67487,G409_T,G409,G409,STG,BK,INST,DRV,WMD,T,03-JAN-2001,29-OCT-2024,0,,HEN,261947.14,805255.47,694791.787,725565.874,L-28,,12,48,34,20010103,20241029
2602,,PT631,G409_T,G409_T,G409,STG,BK,INST,TELE,WMD,T,20-DEC-2003,01-NOV-2024,0,,HEN,261947.14,805255.47,694791.787,725565.874,L-28,,12,48,34,20031220,20241101
2603,,VM692,G409_T,G409_T,G409,STG,DA,MEAN,DWR,WMD,T,03-JAN-2001,29-MAR-2004,0,,HEN,261947.14,805255.47,694791.787,725565.874,L-28,,12,48,34,20010103,20040329
2604,,67488,G409_T,G409,G409,STG,DA,MEAN,DRV,WMD,T,03-JAN-2001,29-OCT-2024,0,,HEN,261947.14,805255.47,694791.787,725565.874,L-28,,12,48,34,20010103,20241029
2605,,PT630,G409_T,G409_T,G409,STG,DA,MEAN,TELE,WMD,T,20-DEC-2003,31-OCT-2024,0,,HEN,261947.14,805255.47,694791.787,725565.874,L-28,,12,48,34,20031220,20241031
2606,,VM695,G410_H,G410_H,G410,STG,BK,INST,DWR,WMD,H,17-JUL-2001,09-MAY-2007,0,,HEN,262611.813,805257.064,694611.412,764404.47,STA-5/6,,36,46,34,20010717,20070509
2607,,65659,G410_H,G410_H,G410,STG,BK,INST,DRV,WMD,H,13-DEC-2001,28-OCT-2024,0,,HEN,262611.813,805257.064,694611.412,764404.47,STA-5/6,,36,46,34,20011213,20241028
2608,,O1302,G410_H,RTBG,G410,STG,BK,INST,TELE,WMD,H,13-DEC-2001,01-NOV-2024,0,,HEN,262611.813,805257.064,694611.412,764404.47,STA-5/6,,36,46,34,20011213,20241101
2609,,VM694,G410_H,G410_H,G410,STG,DA,MEAN,DWR,WMD,H,17-JUL-2001,09-MAY-2007,0,,HEN,262611.813,805257.064,694611.412,764404.47,STA-5/6,,36,46,34,20010717,20070509
2610,,65658,G410_H,G410_H,G410,STG,DA,MEAN,DRV,WMD,H,13-DEC-2001,28-OCT-2024,0,,HEN,262611.813,805257.064,694611.412,764404.47,STA-5/6,,36,46,34,20011213,20241028
2611,,NT087,G410_H,RTBG,G410,STG,DA,MEAN,TELE,WMD,H,13-DEC-2001,31-OCT-2024,0,,HEN,262611.813,805257.064,694611.412,764404.47,STA-5/6,,36,46,34,20011213,20241031
2612,,VM697,G410_T,G410_T,G410,STG,BK,INST,DWR,WMD,T,17-JUL-2001,09-MAY-2007,0,,HEN,262611.789,805255.443,694758.72,764402.208,ROTENBER,,31,46,35,20010717,20070509
2613,,AP557,G410_T,G410_T,G410,STG,BK,INST,DRV,WMD,T,13-DEC-2001,28-OCT-2024,0,,HEN,262611.789,805255.443,694758.72,764402.208,ROTENBER,,31,46,35,20011213,20241028
2614,,88812,G410_T,G410_T,G410,STG,BK,INST,TELE,WMD,T,13-DEC-2001,01-NOV-2024,0,,HEN,262611.789,805255.443,694758.72,764402.208,ROTENBER,,31,46,35,20011213,20241101
2615,,VM696,G410_T,G410_T,G410,STG,DA,MEAN,DWR,WMD,T,17-JUL-2001,09-MAY-2007,0,,HEN,262611.789,805255.443,694758.72,764402.208,ROTENBER,,31,46,35,20010717,20070509
2616,,AP556,G410_T,G410_T,G410,STG,DA,MEAN,DRV,WMD,T,13-DEC-2001,28-OCT-2024,0,,HEN,262611.789,805255.443,694758.72,764402.208,ROTENBER,,31,46,35,20011213,20241028
2617,,NV878,G410_T,RTBG,G410,STG,DA,MEAN,TELE,WMD,T,13-DEC-2001,31-OCT-2024,0,,HEN,262611.789,805255.443,694758.72,764402.208,ROTENBER,,31,46,35,20011213,20241031
2618,,TS278,G420S_H,G420S_H,G420S,STG,BK,INST,TELE,WMD,H,20-APR-2006,01-NOV-2024,0,,DAD,254619.599,802602.29,842438.569,523264.27,C4,,4,54,39,20060420,20241101
2619,,67491,G420S_H,G420S,G420S,STG,BK,INST,DRV,WMD,H,20-APR-2006,22-OCT-2024,0,,DAD,254619.599,802602.29,842438.569,523264.27,C4,,4,54,39,20060420,20241022
2620,,67492,G420S_H,G420S,G420S,STG,DA,MEAN,DRV,WMD,H,20-APR-2006,22-OCT-2024,0,,DAD,254619.599,802602.29,842438.569,523264.27,C4,,4,54,39,20060420,20241022
2621,,TS277,G420S_H,G420S_H,G420S,STG,DA,MEAN,TELE,WMD,H,20-APR-2006,31-OCT-2024,0,,DAD,254619.599,802602.29,842438.569,523264.27,C4,,4,54,39,20060420,20241031
2622,,T0999,G420_H,G420_H,G420,STG,BK,INST,TELE,WMD,H,13-DEC-2004,01-NOV-2024,0,,DAD,254618.414,802601.641,842500.17,523145.945,C4,,4,54,39,20041213,20241101
2623,,65973,G420_H,G420_H,G420,STG,BK,INST,DRV,WMD,H,13-DEC-2004,22-OCT-2024,0,,DAD,254618.414,802601.641,842500.17,523145.945,C4,,4,54,39,20041213,20241022
2624,,65972,G420_H,G420_H,G420,STG,DA,MEAN,DRV,WMD,H,13-DEC-2004,22-OCT-2024,0,,DAD,254618.414,802601.641,842500.17,523145.945,C4,,4,54,39,20041213,20241022
2625,,T0998,G420_H,G420_H,G420,STG,DA,MEAN,TELE,WMD,H,13-DEC-2004,31-OCT-2024,0,,DAD,254618.414,802601.641,842500.17,523145.945,C4,,4,54,39,20041213,20241031
2626,,AP385,G420_T,G420_T,G420,STG,BK,INST,DRV,WMD,T,13-DEC-2004,22-OCT-2024,0,,DAD,254618.389,802602.963,842379.362,523142.918,C4,,4,54,39,20041213,20241022
2627,,T1001,G420_T,G420_T,G420,STG,BK,INST,TELE,WMD,T,13-DEC-2004,01-NOV-2024,0,,DAD,254618.389,802602.963,842379.362,523142.918,C4,,4,54,39,20041213,20241101
2628,,AP384,G420_T,G420_T,G420,STG,DA,MEAN,DRV,WMD,T,13-DEC-2004,22-OCT-2024,0,,DAD,254618.389,802602.963,842379.362,523142.918,C4,,4,54,39,20041213,20241022
2629,,T1000,G420_T,G420_T,G420,STG,DA,MEAN,TELE,WMD,T,13-DEC-2004,31-OCT-2024,0,,DAD,254618.389,802602.963,842379.362,523142.918,C4,,4,54,39,20041213,20241031
2630,,TS008,G422_H,G422_H,G422,STG,BK,INST,TELE,WMD,H,27-FEB-2006,01-NOV-2024,0,,DAD,254549.287,802601.192,842552.049,520204.382,C4,,4,54,39,20060227,20241101
2631,,65976,G422_H,G422_H,G422,STG,BK,INST,DRV,WMD,H,27-FEB-2006,22-OCT-2024,0,,DAD,254549.287,802601.192,842552.049,520204.382,C4,,4,54,39,20060227,20241022
2632,,65975,G422_H,G422_H,G422,STG,DA,MEAN,DRV,WMD,H,27-FEB-2006,22-OCT-2024,0,,DAD,254549.287,802601.192,842552.049,520204.382,C4,,4,54,39,20060227,20241022
2633,,TS007,G422_H,G422_H,G422,STG,DA,MEAN,TELE,WMD,H,27-FEB-2006,31-OCT-2024,0,,DAD,254549.287,802601.192,842552.049,520204.382,C4,,4,54,39,20060227,20241031
2634,,67493,G422_T,G422,G422,STG,BK,INST,DRV,WMD,T,27-FEB-2006,22-OCT-2024,0,,DAD,254550.131,802602.566,842426.086,520289.098,C4,,4,54,39,20060227,20241022
2635,,TS010,G422_T,G422_T,G422,STG,BK,INST,TELE,WMD,T,27-FEB-2006,01-NOV-2024,0,,DAD,254550.131,802602.566,842426.086,520289.098,C4,,4,54,39,20060227,20241101
2636,,67494,G422_T,G422,G422,STG,DA,MEAN,DRV,WMD,T,27-FEB-2006,22-OCT-2024,0,,DAD,254550.131,802602.566,842426.086,520289.098,C4,,4,54,39,20060227,20241022
2637,,TS009,G422_T,G422_T,G422,STG,DA,MEAN,TELE,WMD,T,27-FEB-2006,31-OCT-2024,0,,DAD,254550.131,802602.566,842426.086,520289.098,C4,,4,54,39,20060227,20241031
2638,,88888,G423_H,G423_H,G423,STG,BK,INST,TELE,WMD,H,15-NOV-2010,01-NOV-2024,0,,DAD,254619.572,802604.204,842265.379,523261.86,C4,,4,54,39,20101115,20241101
2639,,67497,G423_H,G423,G423,STG,BK,INST,DRV,WMD,H,15-NOV-2010,29-OCT-2024,0,,DAD,254619.572,802604.204,842265.379,523261.86,C4,,4,54,39,20101115,20241029
2640,,67498,G423_H,G423,G423,STG,DA,MEAN,DRV,WMD,H,15-NOV-2010,29-OCT-2024,0,,DAD,254619.572,802604.204,842265.379,523261.86,C4,,4,54,39,20101115,20241029
2641,,88889,G423_H,G423_H,G423,STG,DA,MEAN,TELE,WMD,H,07-FEB-2012,31-OCT-2024,0,,DAD,254619.572,802604.204,842265.379,523261.86,C4,,4,54,39,20120207,20241031
2642,,UK542,G423_T,G423_T,G423,STG,BK,INST,TELE,WMD,T,09-OCT-2006,01-NOV-2024,0,,DAD,254620.704,802604.2,842265.268,523376.218,C4,,4,54,39,20061009,20241101
2643,,67495,G423_T,G423,G423,STG,BK,INST,DRV,WMD,T,09-OCT-2006,29-OCT-2024,0,,DAD,254620.704,802604.2,842265.268,523376.218,C4,,4,54,39,20061009,20241029
2644,,67496,G423_T,G423,G423,STG,DA,MEAN,DRV,WMD,T,09-OCT-2006,29-OCT-2024,0,,DAD,254620.704,802604.2,842265.268,523376.218,C4,,4,54,39,20061009,20241029
2645,,UK541,G423_T,G423_T,G423,STG,DA,MEAN,TELE,WMD,T,09-OCT-2006,31-OCT-2024,0,,DAD,254620.704,802604.2,842265.268,523376.218,C4,,4,54,39,20061009,20241031
2646,,65395,G434S_H,G434S_H,G434S,STG,BK,INST,DRV,WMD,H,08-NOV-2012,27-OCT-2024,0,,PAL,262608.538,803638.756,783537.653,764248.896,STA-2,,23,46,37,20121108,20241027
2647,,AI376,G434S_H,G434S_H,G434S,STG,BK,INST,TELE,WMD,H,08-NOV-2012,01-NOV-2024,0,,PAL,262608.538,803638.756,783537.653,764248.896,STA-2,,23,46,37,20121108,20241101
2648,,65394,G434S_H,G434S_H,G434S,STG,DA,MEAN,DRV,WMD,H,08-NOV-2012,16-OCT-2024,0,,PAL,262608.538,803638.756,783537.653,764248.896,STA-2,,23,46,37,20121108,20241016
